title,abstract
The Benefits of Supplementary Fat in Feed Rations for Ruminants with Particular Focus on Reducing Levels of Methane Production,"Methane CH a highly potent greenhouse gas has repeatedly been
identified as a significant contributor to global warming In this
connection ruminants animals that produce large quantities of
methane have been singled out as an area for reduction with
regard to their emissions to the atmosphere 
In an analysis of recently published data we identify the
underlying mechanisms of methane production in ruminants and focus
on the efficacy of different fat sources in terms of their ability
to reduce methane production Specific attention has been placed
on in vivo studies involving cattle and sheep as well as studies
based on a large number of animals recorded over a longer
period days and employing reliable techniques for the
quantification of methane production 
Data clearly indicate that supplementary fat given to ruminants
inhibits methane production with mediumchain fatty acids
laurin myristic acid as well as polyunsaturated fatty acids
linoleic and especially linolenic acid having a significant
effect It is also apparent that conflicting findings between
individual published trials can largely be resolved when one takes
into consideration differences in experimental design the
composition of the basic feeds the fat sources used and the
number of animals involved"
Modeling Solar Energy Transfer through Roof Material in Africa SubSaharan Regions,As a result of the global warming the atmospheric temperature in subSaharan regions of Africa may drastically increase thus worsening the poor living conditions already experienced by people in those regions Roofs thermal insulation capacity may play key role in reducing indoor thermal comfort cost In the present study effort is put to model heat transfer through roofs in south Saharan regions Validation of the model was achieved using the slightly sloppy galvanized aluminumiron sheet roof Atmospheric data were hourly measured during April and June in Ouagadougou Burkina Faso Solar energy values increase from  Wm in the morning to a maximum of  Wm in the early afternoon Ambient temperature follows the same trend as solar radiation with a maximum at C Wind speed varies from to  ms The measured roof inner wall temperatures agreed excellently with the developed model with a NashSutcliffe Coefficient of Efficiency of Energy flux entering the room through the roof varies from  Wm earlier in the morning to a maximum of  Wm in the earlier afternoon These results shall help to better design human habitat under changing climate conditions in the subSaharan regions
Snowfall in the Northwest Iberian Peninsula Synoptic Circulation Patterns and Their Influence on Snow Day Trends,In recent decades a decrease in snowfall attributed to the effects of global warming among other causes has become evident However it is reasonable to investigate meteorological causes for such decrease by analyzing changes in synoptic scale patterns On the Iberian Peninsula the Castilla y León region in the northwest consists of a central plateau surrounded by mountain ranges This creates snowfalls that are considered both an important water resource and a transportation risk In this work we develop a classification of synoptic situations that produced important snowfalls at observation stations in the major cities of Castilla y León from to We used principal component analysis PCA and cluster techniques to define four synoptic patterns conducive to snowfall in the region Once we confirmed homogeneity of the series and serial correlation of the snowfallday records at the stations from to we carried out a MannKendall test The results show a negative trend at most stations so there are a decreased number of snowfall days Finally variations in these meteorological variables were related to changes in the frequencies of snow events belonging to each synoptic pattern favorable for snowfall production at the observatory locations
Climate Change and Sugarcane Production Potential Impact and Mitigation Strategies,Sugarcane Saccharum officinarum L is an important crop for sugar and bioenergy worldwide The increasing greenhouse gas emission and global warming during climate change result in the increased frequency and intensity of extreme weather events Climate change is expected to have important consequences for sugarcane production in the world especially in the developing countries because of relatively low adaptive capacity high vulnerability to natural hazards and poor forecasting systems and mitigating strategies Sugarcane production may have been negatively affected and will continue to be considerably affected by increases in the frequency and intensity of extreme environmental conditions due to climate change The degree of climate change impact on sugarcane is associated with geographic location and adaptive capacity In this paper we briefly reviewed sugarcane response to climate change events sugarcane production in several different countries and challenges for sugarcane production in climate change in order for us to better understand effects of climate change on sugarcane production and to propose strategies for mitigating the negative impacts of climate change and improving sugarcane production sustainability and profitability
Trends in Dryness Index Based on Potential Evapotranspiration and Precipitation over – in Xinjiang China,Under the background of global warming deep understanding for droughtrelated index is important The spatial distributions and trends in annual mean AM climatic data including and in Xinjiang China were analyzed Statistical downscaling model SDSM was applied Future and series were generated and used to analyze their temporal trends along with the historical climatic data The results showed that over – varied greatly and ranged from to Trends in decreased significantly The regional climate turned to be from arid to humid in the past over – ranged between and under A scenario and and under B scenario Trends in decreased insignificantly under A scenario and significantly under B scenario indicating a weak drought stress from the future climate the modified MannKendal MKK test generally decreased the significance of the trends because it considered the limitation of serial autocorrelation Robust trend test of MMK method was recommended considering its rigor property In conclusion the drought in Xinjiang tends to be relieved over – compared to –
Molecular Analysis of Methanogen Richness in Landfill and Marshland Targeting S rDNA Sequences,Methanogens a key contributor in global carbon cycling methane emission and alternative energy production generate methane gas via anaerobic digestion of organic matter The methane emission potential depends upon methanogenic diversity and activity Since they are anaerobes and difficult to isolate and culture their diversity present in the landfill sites of Delhi and marshlands of Southern Assam India was analyzed using molecular techniques like S rDNA sequencing DGGE and qPCR The sequencing results indicated the presence of methanogens belonging to the seventh order and also the order Methanomicrobiales in the Ghazipur and Bhalsawa landfill sites of Delhi Sequences related to the phyla Crenarchaeota thermophilic and Thaumarchaeota mesophilic were detected from marshland sites of Southern Assam India Jaccard analysis of DGGE gel using GelK showed three main clusters depending on the number and similarity of band patterns The copy number analysis of hydrogenotrophic methanogens using qPCR indicates higher abundance in landfill sites of Delhi as compared to the marshlands of Southern Assam The knowledge about “methanogenic archaea composition” and “abundance” in the contrasting ecosystems like “landfill” and “marshland” may reorient our understanding of the Archaea inhabitants This study could shed light on the relationship between methanedynamics and the global warming process
Nursery Growing Media Agronomic and Environmental Quality Assessment of Sewage SludgeBased Compost,There is a stringent need to reduce the environmental impact of peat in the plant nursery production chain In this experiment the use of different rates of sewage sludge compost in the preparation of growing media for potted Bougainvillea was evaluated to assess its efficiency for the replacement of peat and to quantify the environmental impact of such alternative substrates by the life cycle assessment LCA method Five substrates containing increasing proportion of composted sewage sludge to peat and vv were used and their physicochemical properties were measured Bougainvillea plant growth biomass production and macro and micronutrient absorption were also determined The main results were that compost addition improved the plant nutrient and increased the substrate pH electrical conductivity EC and dry bulk density values Globally the results showed that compost could be used at up to by volume with no negative effects on plant growth The LCA showed that use of compost reduced the environmental loads of the growth media except the Global Warming Potential value GWP Environmental implications of the use of compost in the plant nursery chain are discussed
Greenhouse Gas Emissions from Cotton Field under Different Irrigation Methods and Fertilization Regimes in Arid Northwestern China,Drip irrigation is broadly extended in order to save water in the arid cotton production region of China Biochar is thought to be a useful soil amendment to reduce greenhouse gas GHG emissions Here a field study was conducted to compare the emissions of nitrous oxide NO and methane CH under different irrigation methods drip irrigation D and furrow irrigation F and fertilization regimes conventional fertilization C and conventional fertilization biochar B during the cotton growth season The accumulated NO emissions were significantly lower with FB DC and DB than with FC by and while accumulated CH uptake was and higher with DC DB and FC than that with FB respectively Irrigation methods showed a significant effect on total global warming potential GWP and yieldscaled GWP DC and DB showed higher cotton yield water use efficiency WUE and lower yieldscaled GWP as compared with FC and FB This suggests that in northwestern China mulcheddrip irrigation should be a better approach to increase cotton yield with depressed GHG In addition biochar addition increased CH emissions while it decreased emissions
Heavy Traffic Feasible Hybrid Intracycle and Cyclic Sleep for Power Saving in GEPON,Energy consumption in optical access networks costs carriers substantial operational expense OPEX every year and is one of contributing factors for the global warming To reduce energy consumption in the gigabit Ethernet passive optical network GEPON a hybrid intracycle and cyclic sleep mechanism is proposed in this paper Under heavy traffic load optical network units ONUs can utilize short idle slots within each scheduling cycle to enter intracycle sleep without postponing data transmission In this way energy conservation is achieved even under heavy traffic load with quality of service QoS guarantee Under light traffic load ONUs perform long cyclic sleep for several scheduling cycles The adoption of cyclic sleep instead of intracycle sleep under light traffic load can reduce unnecessary frequent transitions between sleep and full active work caused by using intracycle sleep Further the Markov chain of the proposed mechanism is established The performances of the proposed mechanism and existing approaches are analyzed quantitatively based on the chain For the proposed mechanism power saving ability with QoS guarantee even under heavy traffic and better power saving performance than existing approaches are verified by the quantitative analysis Moreover simulations validate the above conclusions based on the chain
A Comparison of Two Land Use Simulation Models under the RCP Scenario in China,The land use simulation model is an important tool to analyze the land useland cover change LUCC which plays a key role in influencing the global warming However there have been very few global LUCC simulation models especially the models that can be used to analyze the interaction among the socioeconomic development climate change and LUCC The Global Change Assessment Model GCAM and the GTAPAEZ model are two models that take account of the influence of social economy and climate change at the global scale but they may have some parameter errors due to the rough parameter setting This study aims to compare the simulation results obtained with the GCAM model and GTAPAEZ model and optimize their parameters according to the specific conditions of China First we simulated the land use structure in China in with the two models and compared the simulation results with the real one Second we calibrated these parameters of models according to the Chinas national conditions and implemented the simulation again The result indicates that the calibrated GCAM can provide more accurate simulation result of land use which can provide significant reference information for the land use planning and policy formulation to mitigate the climate change in China
Public Perception of Climate Change in Yenagoa Bayelsa State Nigeria,This study was designed to assess the public perception of climate change in Yenagoa The sample survey method was adopted which involved the administration of questionnaires to randomly selected households The results showed that of respondents lack adequate knowledge of climate change Further interview revealed that of the respondents are unaware that carbon dioxide CO is the major greenhouse gas contributing about to global warming It was revealed that respondents major sources of information on climate change were personal experience and television Also of the respondents believed that one of the major natural causes of climate change is divine providence The study also revealed that there were significant variations in respondents perception of the causes potential impacts and mitigation strategies of climate change The variations were attributable to differences in educational status and sources of information on climate change by respondents The study concluded that the level of knowledge of the people was inadequate Therefore all stakeholders should stepup mass education and information sharing on the causes potential impacts and mitigation strategies of climate change
Stakeholders of Voluntary Forest Carbon Offset Projects in China An Empirical Analysis,Climate change is one of the defining challenges facing the planet Voluntary forest carbon offset project which has the potential to boost forest carbon storage and mitigate global warming has aroused the global concern The objective of this paper is to model the game situation and analyze the game behaviors of stakeholders of voluntary forest carbon offset projects in China A stakeholder model and a PowerBenefit Matrix are constructed to analyze the roles behaviors and conflicts of stakeholders including farmers planting entities communities government and China Green Carbon Foundation The empirical analysis results show that although the stakeholders have diverse interests and different goals a winwin solution is still possible through their joint participation and compromise in the voluntary forest carbon offset project A wide governance structure laying emphasis on benefit balance equality and information exchanges and being regulated by all stakeholders has been constructed It facilitates the agreement among the stakeholders with conflicting or different interests The joint participation of stakeholders in voluntary forest carbon offset projects might change the governmentdominated afforestationreforestation into a market where all participators including government are encouraged to cooperate with each other to improve the condition of fund shortage and low efficiency 
"Possibilities of Simultaneous InCylinder Reduction of Soot and 


 Emissions for Diesel Engines with Direct Injection","Up to now diesel engines with direct fuel injection are the
propulsion systems with the highest efficiency for mobile
applications Future targets in reducing 


 emissions with regard
to global warming effects can be met with the help of these
engines A major disadvantage of diesel engines is the high soot
and nitrogen oxide emissions which cannot be reduced completely
with only engine measures today The present paper describes two
different possibilities for the simultaneous incylinder reduction
of soot and nitrogen oxide emissions One possibility is the
optimization of the injection process with a new injection
strategy the other one is the use of water diesel emulsions with
the conventional injection system The new injection strategy for
this experimental part of the study overcomes the problem of
increased soot emissions with pilot injection by separating the
injections spatially and therefore on the one hand reduces the
soot formation during the early stages of the combustion and on
the other hand increases the soot oxidation later during the
combustion Another method to reduce the emissions is the
introduction of water into the combustion chamber Emulsions of
water and fuel offer the potential to simultaneously reduce 



and soot emissions while maintaining a highthermal efficiency
This article presents a theoretical investigation of the use of
fuelwater emulsions in DIDiesel engines The numerical
simulations are carried out with the DCFD code KIVAV The use
of different water diesel emulsions is investigated and assessed with the numerical model"
Recent Advances in Polyamine Metabolism and Abiotic Stress Tolerance,Global warming is an alarming problem in agriculture and its effect on yield loss has been estimated to be five per cent for every degree centigrade rise in temperature Plants exhibit multiple mechanisms like optimizing signaling pathway involvement of secondary messengers production of biomolecules specifically in response to stress modulation of various metabolic networks in accordance with stress and so forth in order to overcome abiotic stress factors Many structural genes and networks of pathway were identified and reported in plant systems for abiotic stress tolerance One such crucial metabolic pathway that is involved in normal physiological function and also gets modulated during stress to impart tolerance is polyamine metabolic pathway Besides the role of structural genes it is also important to know the mechanism by which these structural genes are regulated during stress Present review highlights polyamine biosynthesis catabolism and its role in abiotic stress tolerance with special reference to plant systems Additionally a system based approach is discussed as a potential strategy to dissect the existing variation in crop species in unraveling the interacting regulatory componentsgenetic determinants related to PAs mediated abiotic stress tolerance
Spectral Estimation of Soil Properties in Siberian Tundra Soils and Relations with Plant Species Composition,Predicted global warming will be most pronounced in the Arctic and will severely affect permafrost environments Due to its large spatial extent and large stocks of soil organic carbon changes to organic matter decomposition rates and associated carbon fluxes in Arctic permafrost soils will significantly impact the global carbon cycle We explore the potential of soil spectroscopy to estimate soil carbon properties and investigate the relation between soil properties and vegetation composition Soil samples are collected in Siberia and vegetation descriptions are made at each sample point First laboratorydetermined soil properties are related to the spectral reflectance of wet and dried samples using partial least squares regression PLSR and stepwise multiple linear regression SMLR SMLR using selected wavelengths related with C and N yields high calibration accuracies for C and N PLSR yields a good prediction model for K and a moderate model for pH Using these models soil properties are determined for a larger number of samples and soil properties are related to plant species composition This analysis shows that variation of soil properties is large within vegetation classes but vegetation composition can be used for qualitative estimation of soil properties
Characteristic Seismic Waves Associated with Cryosphere Dynamics in Eastern Dronning Maud Land East Antarctica,Several kinds of natural source signals are recorded by seismic exploration stations on the continental ice sheet in Eastern Dronning Maud Land East Antarctica during austral summer They include not only tectonic earthquakes but also icerelated phenomena possibly involving recent global climate change The recorded signals are classified into teleseismic events local ice quakes and unidentified events Xphases The teleseismic waves show the high signaltonoise ratio in spite of the small magnitude of the event this indicates that it is highly feasible to study not only the local shallow structure but also the deep structure of the earth by using teleseismic events Frequency spectra of the all waveforms represent discordances along the observation seismic profile The abrupt change of topography in the valley along the seismic profile might cause both the anomalous frequency content and travel times Finally an origin of the Xphases is speculated as the intraplate earthquakes or possibly large icequakes glacial earthquakes around Antarctica involving global warming appeared in polar region
Recent Intensified Winter Coldness in the MidHigh Latitudes of Eurasia and Its Relationship with Daily Extreme Low Temperature Variability,Observational records in recent decades show a largescale decrease in the coldseason temperature variance in the Northern Hemisphere midlatitudes under continuous global warming However severe low temperature events in winter frequently occurred in midlatitude Eurasia MEA in the last decade Here we define a new coldness intensity CI index for the nearsurface based on the amplitude of daily anomalously cold temperatures in winter to demonstrate the CI of the variability of low temperature extremes The results show that a signconsistent mode dominates the CI variation in MEA with a marked intensification during the last decade via empirical orthogonal function EOF analysis This leading mode is significantly related to the frequency of winter extreme events The associated circulations are characterized by a remarkable anomalous anticyclone in Northwest Eurasia which induced substantial cold advection in MEA The widespread intensified CI in MEA is closely linked with strong surface anticyclones and synoptic blocking in the midhigh latitudes E–E Coincidently positive phase shifts of the first two leading modes of the extratropical circulation which feature similar blockinglike anomalies in the northwestern Eurasian subarctic jointly play an important role in the recent frequency of severe winters
Coral Bleaching Susceptibility Is Decreased following ShortTerm – Year Prior Temperature Exposure and Evolutionary History,Coral exposed to short periods of temperature stress ≥∘C above mean monthly maximum andor increased frequencies of high temperatures may bolster resilience to global warming associated with climate change We compared Montastraea cavernosa Linnaeus Cnidaria Scleractinia Faviidae from the Florida Keys National Marine Sanctuary FKNMS and the Flower Garden Banks National Marine Sanctuary FGBNMS Thermal stress has been reported frequently within the FKNMS however corals in the FGBNMS experience nominal exposures to similar stressors Corals were exposed to three temperatures ∘C ∘C and ∘C for  h Colonies from the FKNMS lost significantly fewer viable and necrotic zooxanthellae under conditions of acute stress ∘C than the FGBNMS colonies This indicates that the FKNMS corals are less temperaturesensitive than those in the FGBNMS The observed differences point to greater prior temperature exposure and adaptation in the former versus the latter site when correlated to previous years of thermal exposure
Deposition and Mineralogical Characteristics of Atmospheric Dust in relation to Land Use and Land Cover Change in Delhi India,This study highlights that the increasing urbanization and industrialization in Delhi are responsible for higher fluxes of atmospheric dust and its chemical constituents Delhi has experienced a drastic change in land use and land cover area during the past two decades Road lengths of the city have increased by from to The number of mobile vehicles has reached in from in The industrial units in Delhi have increased by in as compared to value Atmospheric dust which is originated from soil in this region becomes carbon rich due to interaction of suspended soil with atmospheric pollutants Emissions of carbonaceous aerosols from coal and petroleum combustions are mainly responsible for silica dominated soil dust transforming into carbon rich particulate matter Such dust may play very important role in the atmosphere having significant influence on human health global warming climate change radiative forcing visibility and cloud formation It is expected that if the rate of development remains the same green cover of the city invariably will be sized down in order to meet the demand of housing transportation industries and so forth in proportion to the rising population
Pricing ZeroCoupon Catastrophe Bonds Using EVT with Doubly Stochastic Poisson Arrivals,The frequency and severity of climate abnormal change displays an irregular upward cycle as global warming intensifies Therefore this paper employs a doubly stochastic Poisson process with Black Derman Toy BDT intensity to describe the catastrophic characteristics By using the Property Claim Services PCS loss index data from to provided by the US Insurance Services Office ISO the empirical result reveals that the BDT arrival rate process is superior to the nonhomogeneous Poisson and lognormal intensity process due to its smaller RMSE MAE MRPE and U and larger E and d Secondly to depict extreme features of catastrophic risks this paper adopts the Peak Over Threshold POT in extreme value theory EVT to characterize the tail characteristics of catastrophic loss distribution And then the loss distribution is analyzed and assessed using a quantilequantile QQ plot to visually check whether the PCS index observations meet the generalized Pareto distribution GPD assumption Furthermore this paper derives a pricing formula for zerocoupon catastrophe bonds with a stochastic interest rate environment and aggregate losses generated by a compound doubly stochastic Poisson process under the forward measure Finally simulation results verify pricing model predictions and show how catastrophic risks and interest rate risk affect the prices of zerocoupon catastrophe bonds
Effects of Climate Variability on Evaporation in Dongping Lake China during –,Based on two longterm hourly – and – meteorological overlake observations and data from Shenxian meteorological station nearby Dongping Lake the PenmanMonteith equation and reference evaporation ratio algorithm were used to calculate lake evaporation in Dongping Lake China from to The variation trend of evaporation of Dongping Lake was analyzed and the influences that caused changes in lake evaporation were also discussed The results show that the total annual evaporation in Dongping Lake increased at  mma during – The major climatic factors accounting for this increase are the rising net radiation and the rising air temperature the total annual evaporation in a particular hour – in Dongping Lake increased at  mma during –—the major climate factors that accounted for this increase are rising net radiation followed by air temperature wind velocity and air humidity against the background of global warming the climate of Dongping Lake tended to be dry during – the largest contribution to this comes from air temperature followed by wind velocity and relative humidity and the monthly evaporation in Dongping Lake has seasonal variability
Future Changes in Surface Runoff over Korea Projected by a Regional Climate Model under AB Scenario,This study assesses future change of surface runoff due to climate change over Korea using a regional climate model RCM namely the GlobalRegional Integrated Model System GRIMs Regional Model Program RMP The RMP is forced by future climate scenario namely AB of Intergovernmental Panel on Climate Change IPCC Fourth Assessment Report AR The RMP satisfactorily reproduces the observed seasonal mean and variation of surface runoff for the current climate simulation The distribution of monsoonal precipitationrelated runoff is adequately captured by the RMP In the future – simulation it is shown that the increasing trend of temperature has significant impacts on the intraannual runoff variation The variability of runoff is increased in summer moreover the strengthened possibility of extreme occurrence is detected in the future climate This study indicates that future climate projection including surface runoff and its variability over Korea can be adequately addressed on the RMP testbed Furthermore this study reflects that global warming affects local hydrological cycle by changing major water budget components This study adduces that the importance of runoff should not be overlooked in regional climate studies and more elaborate presentation of freshwater cycle is needed to close hydrological circulation in RCMs
Review of LifeCycle Approaches Coupled with Data Envelopment Analysis Launching the CFP DEA Method for Energy Policy Making,Lifecycle LC approaches play a significant role in energy policy making to determine the environmental impacts associated with the choice of energy source Data envelopment analysis DEA can be combined with LC approaches to provide quantitative benchmarks that orientate the performance of energy systems towards environmental sustainability with different implications depending on the selected LC DEA method The present paper examines currently available LC DEA methods and develops a novel method combining carbon footprinting CFP and DEA Thus the CFP DEA method is proposed a fivestep structure including data collection for multiple homogenous entities calculation of target operating points evaluation of current and target carbon footprints and result interpretation As the current context for energy policy implies an anthropocentric perspective with focus on the global warming impact of energy systems the CFP DEA method is foreseen to be the most consistent LC DEA approach to provide benchmarks for energy policy making The fact that this method relies on the definition of operating points with optimised resource intensity helps to moderate the concerns about the omission of other environmental impacts Moreover the CFP DEA method benefits from CFP specifications in terms of flexibility understanding and reporting
Research Survey on Various MPPT Performance Issues to Improve the Solar PV System Efficiency,Nowadays in order to meet the increase in power demands and to reduce the global warming renewable energy sources based system is used Out of the various renewable energy sources solar energy is the main alternative But compared to other sources the solar panel system converts only – of solar irradiation into electrical energy In order to get maximum output from a PV panel system an extensive research has been underway for long time so as to access the performance of PV system and to investigate the various issues related to the use of solar PV system effectively This paper therefore presents different types of PV panel systems maximum power point tracking control algorithms power electronic converters usage with control aspects various controllers filters to reduce harmonic content and usage of battery system for PV system Attempts have been made to highlight the current and future issues involved in the development of PV system with improved performance A list of research publications on this is appended for reference
LongTerm Trend of Climate Change and Drought Assessment in the Horn of Africa,Climate change due to global warming is a world concern particularly in Africa In this study precipitation and temperature variables are taken as a proxy to assess and quantify the longterm climate change and drought in the Horn of Africa HOA – We adapted a simple linear regression and interpolation to analyze respectively the trend and spatial distribution of the mean annual precipitation and temperature In addition standardized precipitation evapotranspiration index SPEI was applied to evaluate the drought condition of the HOA The results revealed that statistically the trend of precipitation decreased insignificantly the trend of temperature was observed to drop very significantly between and but it was dramatically elevated very significantly from to The SPEI showed that the HOA experienced from mild to moderate drought throughout the study period with severe to extreme drought in some regions particularly in and The drought was a very serious environmental problem in the HOA in the last years Thus an immediate action is required to tackle drought and hence poverty and famine in the HOA
ENSO Teleconnection Pattern Changes over the Southeastern United States under a Climate Change Scenario in CMIP Models,A strong teleconnection exists between the sea surface temperature SST over the tropical Pacific and the winter precipitation in the southeastern United States SE US This feature is adopted to validate the fidelity of Coupled Model Intercomparison Project Phase CMIP in this study In addition the authors examine whether the teleconnection pattern persists in the future under a global warming scenario Generally most of the eight selected models show a positive correlation between November SST over Niño region and December–February DJF mean daily precipitation anomalies over the SE US consistent with the observation However the models with poor realization of skewness of Niño indices fail to simulate the realistic teleconnection pattern in the historical simulation In the Representative Concentration Pathways RCP run all of the models maintain positive and slightly increased correlation patterns It is noteworthy that the region with strong teleconnection pattern shifts northward in the future Increased variance of winter precipitation due to the SST teleconnection is shown over Alabama and Georgia rather than over Florida under the RCP scenario in most of the models differing from the historical run in which the precipitation in Florida is the most attributable to the eastern Pacific SST
Real Costs Assessment of SolarHydrogen and Some Fossil Fuels by means of a Combustion Analysis,In order to compare solarhydrogen and the most used fossil fuels the evaluation of the “external” costs related to their use is required These costs involve the environmental damage produced by the combustion reactions the health problems caused by air pollution the damage to land from fuel mining and the environmental degradation linked to the global warming the acid rains and the water pollution For each fuel the global cost is determined as sum of the market price and of the correspondent external costs In order to obtain a quantitative comparison the quality of the different combustion reactions and the efficiency of the technologies employed in the specific application sector have to be considered adequately At this purpose an entropic index that considers the degree of irreversibility produced during the combustion process and the degradation of surroundings is introduced Additionally an environmental index that measures the pollutants released during the combustions is proposed The combination of these indexes and the efficiency of the several technologies employed in four energy sectors have allowed the evaluation of the total costs highlighting an economic scenario from which the real advantages concerning the exploitation of different energy carrier are determined
Environmental Impacts of Jatropha curcas Biodiesel in India,In the context of energy security rural development and climate change India actively promotes the cultivation of Jatropha curcas a biodiesel feedstock which has been identified as suitable for achieving the Indian target of biofuel blending by In this paper we present results concerning the range of environmental impacts of different Jatropha curcas cultivation systems Moreover nine agronomic trials in Andhra Pradesh are analysed in which the yield was measured as a function of different inputs such as water fertilizer pesticides and arbuscular mycorrhizal fungi Further the environmental impact of the whole Jatropha curcas biodiesel value chain is benchmarked with fossil diesel following the ISO life cycle assessment procedure Overall this study shows that the use of Jatropha curcas biodiesel generally reduces the global warming potential and the nonrenewable energy demand as compared to fossil diesel On the other hand the environmental impacts on acidification ecotoxicity eutrophication and water depletion all showed increases Key for reducing the environmental impact of Jatropha curcas biodiesel is the resource efficiency during crop cultivation especially mineral fertilizer application and the optimal site selection of the Jatropha curcas plantations
Influence of Stratospheric Intrusion on the Surface Ozone Levels in India,The surface ozone levels in some Indian cities have increased significantly in the recent years Ozone being toxic to the living system and an important contributor to anthropogenic global warming enhanced surface ozone may have adverse effects on the air quality and climate Transport of ozone from the stratosphere to the troposphere causes stratospheric ozone to decrease and tropospheric ozone to increase which can in turn have serious consequences for life on earth Since stratospheretroposphere exchange STE is an important factor influencing the ozone concentration in the troposphere this paper investigates probably for the first time the possible contribution of STE events to the observed enhanced surface ozone levels for cities covering from north to south of India It is concluded that apart from transport processes and in situ photochemical production STE also influences the observed highsurface ozone levels in Indian cities to a small extent – STE events producing highsurface ozone levels are found to be higher at high latitudes
Energy and Environmental Performance of Bioethanol from Different Lignocelluloses,Climate change and the wish to reduce the dependence on oil are the incentives for the development of alternative energy sources The use of lignocellulosic biomass together with cellulosic processing technology provides opportunities to produce fuel ethanol with less competition with food and nature Many studies on energy analysis and life cycle assessment of secondgeneration bioethanol have been conducted However due to the different methodology used and different system boundary definition it is difficult to compare their results To permit a direct comparison of fuel ethanol from different lignocelluloses in terms of energy use and environmental impact seven studies conducted in our group were summarized in this paper where the same technologies were used to convert biomass to ethanol the same system boundaries were defined and the same allocation procedures were followed A complete set of environmental impacts ranging from global warming potential to toxicity aspects is used The results provide an overview on the energy efficiency and environmental performance of using fuel ethanol derived from different feedstocks in comparison with gasoline
Heat Stroke A Medical Emergency Appearing in New Regions,Heat stroke is an acute lifethreatening emergency characterized clinically by elevated body temperature and central nervous system dysfunction Early recognition and treatment including aggressive cooling and management of lifethreatening systemic complications are essential to reduce morbidity and mortality This case report describes two Danish patients diagnosed with heat stroke syndrome during a heat wave in the summer of Both patients were morbidly obese and had several predisposing illnesses However since heat stroke is a rare condition in areas with temperate climate they were not diagnosed until several days after admittance hence treatment with cooling was delayed Both patients were admitted to the intensive care unit where they were treated with an external cooling device and received treatment for complications Both cases ended fatally As global warming continues more heat waves will occur in previously cooler regions Therefore it is important to raise awareness of heat stroke since outcome depends on early recognition and rapid cooling
Nile Red Staining for Oil Determination in Microalgal Cells A New Insight through Statistical Modelling,In the wake of global warming and rapid fossil fuel depletion microalgae emerge as promising feedstocks for sustainable biofuel production Nile red staining acts as a rapid diagnostic tool to measure the amount of biodieselconvertible lipid that the cells accumulate There is a need for the development of a more uniform staining procedure In its first phase this study examined the dependence of microalgal Nile red fluorescence Tetraselmis suecica in terms of its most pertinent staining variables A quadratic surface model that successfully described the Nile red fluorescence intensity as a composite function of its variables was generated Cell concentration was shown to have a significant effect on the fluorescence intensity Up to a certain threshold fluorescence intensity was shown to increase with Nile red dye concentration In its second phase the study reviewed findings from previous Nile red studies to elucidate some of the fundamental mechanism underlying the diffusion of Nile red dye molecules into the microalgal cells and their subsequent interaction with intracellular lipids Through the review process we were able to develop a simple framework that provided a set of guidelines for the standardization of the Nile red staining procedure across different microalgal species 
Reducing Carbon Dioxide Emissions from Electricity Sector Using Smart Electric Grid Applications,Approximately of global CO emissions are emitted from electricity generation through the combustion of fossil fuels to generate heat needed to power steam turbines Burning these fuels results in the production of carbon dioxide CO—the primary heattrapping “greenhouse gas” responsible for global warming Applying smart electric grid technologies can potentially reduce CO emissions Electric grid comprises three major sectors generation transmission and distribution grid and consumption Smart generation includes the use of renewable energy sources wind solar or hydropower Smart transmission and distribution relies on optimizing the existing assets of overhead transmission lines underground cables transformers and substations such that minimum generating capacities are required in the future Smart consumption will depend on the use of more efficient equipment like energysaving lighting lamps enabling smart homes and hybrid plugin electric vehicles technologies A special interest is given to the Egyptian case study Main opportunities for Egypt include generating electricity from wind and solar energy sources and its geographical location that makes it a perfect center for interconnecting electrical systems from the Nile basin North Africa Gulf and Europe Challenges include shortage of investments absence of political will aging of transmission and distribution infrastructure and lack of consumer awareness for power utilization
Italian Residential Buildings Economic Assessments for Biomass Boilers Plants,Biomass is increasingly used for energy generation since it represents a useful alternative to fossil fuel in order to face the pollutions and the global warming problem It can be exploited for heating purposes and for supplying domestic hot water The most common applications encompass wood and pellet boilers The economic aspect is becoming an important issue in order to achieve the ambitious targets set by the European Directives on Renewable Sources Thus the present paper deals with the economic feasibility of biomass boiler plants with specific regard to an existing residential building An Italian case study is further investigated focusing the attention on European and national regulations on energy efficiency and considering the recent public incentives and supporting measures The main thermoclimatic parameters—that is heating degree days HDDs building thermal insulation and thermal needs—are taken into account Moreover the following economic indicators are calculated cumulative cash flow discounted cumulative cash flow payback period PP net present value NPV Internal rate of return IRR discounted payback period DPP and profit index PI
